"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"418,Lao People's Dem. Rep.,2018,49.984,6.248"
"428,Latvia,1995,43121.0888,5390.1361"
"428,Latvia,2005,135271.6616,16908.9577"
"428,Latvia,2010,190431.2288,23803.9036"
"428,Latvia,2015,216720.1576,27090.0197"
"428,Latvia,2017,242184.06,30273.0075"
"428,Latvia,2018,275408.3224,34426.0403"
"428,Latvia,1995,17190.1264,2148.7658"
"428,Latvia,2005,60067.532,7508.4415"
"428,Latvia,2010,89874.3376,11234.2922"
"428,Latvia,2015,108486.248,13560.781"
"428,Latvia,2017,124127.1248,15515.8906"
"428,Latvia,2018,142812.6408,17851.5801"
"428,Latvia,1995,97588.7464,12198.5933"
"428,Latvia,2005,186556.176,23319.522"
"428,Latvia,2010,181829.9904,22728.7488"
"428,Latvia,2015,216720.1576,27090.0197"
"428,Latvia,2017,228917.8248,28614.7281"
"428,Latvia,2018,239495.6064,29936.9508"
"428,Latvia,1995,-6.4856,-0.8107"
"428,Latvia,2005,85.9472,10.7434"
"428,Latvia,2010,-35.7872,-4.4734"
"428,Latvia,2015,26.084,3.2605"
"428,Latvia,2017,30.2984,3.7873"
"428,Latvia,2018,36.9664,4.6208"
"422,Lebanon,1985,18203.3456,2275.4182"
"422,Lebanon,1995,92047.66,11505.9575"
"422,Lebanon,2005,171919.6024,21489.9503"
"422,Lebanon,2010,307357.0816,38419.6352"
"422,Lebanon,2015,399791.1464,49973.8933"
"422,Lebanon,2017,427150.3968,53393.7996"
"422,Lebanon,2018,451275.3912,56409.4239"
"422,Lebanon,1985,6864.02,858.0025"
"422,Lebanon,1995,26087.7968,3260.9746"
"422,Lebanon,2005,36588.2688,4573.5336"
"422,Lebanon,2010,62053.9664,7756.7458"
"422,Lebanon,2015,61198.6608,7649.8326"
"422,Lebanon,2017,62637.7816,7829.7227"
"422,Lebanon,2018,65789.2624,8223.6578"
"422,Lebanon,1985,194072.156,24259.0195"
"422,Lebanon,1995,196302.056,24537.757"
"422,Lebanon,2005,254312.356,31789.0445"
"422,Lebanon,2010,367346.4832,45918.3104"
"422,Lebanon,2015,399791.1464,49973.8933"
"422,Lebanon,2017,408452.1472,51056.5184"
"422,Lebanon,2018,409473.2776,51184.1597"
"422,Lebanon,1985,194.3992,24.2999"
"422,Lebanon,1995,52.2792,6.5349"
"422,Lebanon,2005,21.9864,2.7483"
"422,Lebanon,2010,64.2984,8.0373"
"422,Lebanon,2015,3.32,0.415"
"422,Lebanon,2017,4.416,0.552"
"422,Lebanon,2018,2,0.25"
"426,Lesotho,1985,2377.4632,297.1829"
"426,Lesotho,1995,7643.2744,955.4093"
"426,Lesotho,2005,12477.18,1559.6475"
"426,Lesotho,2010,19087.5488,2385.9436"
"426,Lesotho,2015,19716.4816,2464.5602"
"426,Lesotho,2017,20629.7064,2578.7133"
"426,Lesotho,2018,21049.9112,2631.2389"
"426,Lesotho,1985,1557.8368,194.7296"
"426,Lesotho,1995,4025.7464,503.2183"
"426,Lesotho,2005,6250.7352,781.3419"
"426,Lesotho,2010,9564.908,1195.6135"
"426,Lesotho,2015,9575.6584,1196.9573"
"426,Lesotho,2017,9863.4336,1232.9292"
"426,Lesotho,2018,9984.1728,1248.0216"
"426,Lesotho,1985,5513.1776,689.1472"
"426,Lesotho,1995,9151.3392,1143.9174"
"426,Lesotho,2005,12900.1616,1612.5202"
"426,Lesotho,2010,16299.6712,2037.4589"
"426,Lesotho,2015,19716.4816,2464.5602"
"426,Lesotho,2017,20237.3584,2529.6698"
"426,Lesotho,2018,20480.9288,2560.1161"
"426,Lesotho,1985,75,9.375"
"426,Lesotho,1995,36.756,4.5945"
"426,Lesotho,2005,21.6216,2.7027"
"426,Lesotho,2010,48.576,6.072"
"426,Lesotho,2015,13.164,1.6455"
"426,Lesotho,2017,-7.1432,-0.8929"
"426,Lesotho,2018,9.6288,1.2036"
"430,Liberia,1985,8611.4904,1076.4363"
"430,Liberia,1995,1669.7936,208.7242"
"430,Liberia,2005,5649.8608,706.2326"
"430,Liberia,2010,10336,1292"
"430,Liberia,2015,16596.3896,2074.5487"
"430,Liberia,2017,17162.9496,2145.3687"
"430,Liberia,2018,16972.5112,2121.5639"
"430,Liberia,1985,4013.2704,501.6588"
"430,Liberia,1995,816.6608,102.0826"
"430,Liberia,2005,1755.6424,219.4553"
"430,Liberia,2010,2656.1432,332.0179"
"430,Liberia,2015,3710.9872,463.8734"
"430,Liberia,2017,3649.9624,456.2453"
"430,Liberia,2018,3522.0184,440.2523"
"430,Liberia,1985,11603.768,1450.471"
"430,Liberia,1995,1688.7472,211.0934"
"430,Liberia,2005,6418.0192,802.2524"
"430,Liberia,2010,12524.02,1565.5025"
"430,Liberia,2015,16596.3896,2074.5487"
"430,Liberia,2017,16734.0656,2091.7582"
"430,Liberia,2018,16938.648,2117.331"
"430,Liberia,1985,-16.1584,-2.0198"
"430,Liberia,1995,-34.1296,-4.2662"
"430,Liberia,2005,42.256,5.282"
"430,Liberia,2010,58.4,7.3"
"430,Liberia,2017,19.7488,2.4686"
"430,Liberia,2018,9.7808,1.2226"
"434,Libya,1985,239096.3,29887.0375"
"434,Libya,1995,226339.5568,28292.4446"
"434,Libya,2005,363611.8472,45451.4809"
"434,Libya,2010,647539.3568,80942.4196"
"434,Libya,2015,141325.3744,17665.6718"
"434,Libya,2017,200962.0968,25120.2621"
"434,Libya,2018,275014.1776,34376.7722"
"434,Libya,1985,61721.6872,7715.2109"
"434,Libya,1995,45736.2688,5717.0336"
"434,Libya,2005,62706.6824,7838.3353"
"434,Libya,2010,104481.2144,13060.1518"
"434,Libya,2015,22019.0776,2752.3847"
"434,Libya,2017,30537.992,3817.249"
"434,Libya,2018,41178.6704,5147.3338"
"434,Libya,1985,695554.1064,86944.2633"
"434,Libya,1995,678975.1016,84871.8877"
"434,Libya,2005,937018.3112,117127.2889"
"434,Libya,2010,1247282.915,155910.3644"
"434,Libya,2015,141325.3744,17665.6718"
"434,Libya,2017,194482.8464,24310.3558"
"434,Libya,2018,229255.1496,28656.8937"
"434,Libya,1985,66.6144,8.3268"
"434,Libya,1995,-17.7632,-2.2204"
"434,Libya,2005,82.32,10.29"
"434,Libya,2010,34.5976,4.3247"
"434,Libya,2015,-363.988,-45.4985"
"434,Libya,2017,512.1128,64.0141"
"434,Libya,2018,143.0352,17.8794"
"438,Liechtenstein,1985,5450.3984,681.2998"
"438,Liechtenstein,1995,21561.96,2695.245"
"438,Liechtenstein,2005,32369.0816,4046.1352"
"438,Liechtenstein,2010,44968.4576,5621.0572"
"438,Liechtenstein,2015,50148.1048,6268.5131"
"438,Liechtenstein,2017,52423.3136,6552.9142"
"438,Liechtenstein,2018,54365.4408,6795.6801"
"438,Liechtenstein,1985,199736.0832,24967.0104"
"438,Liechtenstein,1995,698250.0008,87281.2501"
"438,Liechtenstein,2005,932477.2136,116559.6517"
"438,Liechtenstein,2010,1249332.048,156166.506"
"438,Liechtenstein,2015,1338353.486,167294.1857"
"438,Liechtenstein,2017,1386860.147,173357.5184"
"438,Liechtenstein,2018,1434065.973,179258.2466"
"438,Liechtenstein,1985,20773.3312,2596.6664"
"438,Liechtenstein,1995,29415.264,3676.908"
"438,Liechtenstein,2005,42959.1464,5369.8933"
"438,Liechtenstein,2010,47843.0624,5980.3828"
"438,Liechtenstein,2015,50148.1048,6268.5131"
"438,Liechtenstein,2017,53588.524,6698.5655"
"438,Liechtenstein,2018,54678.9624,6834.8703"
"438,Liechtenstein,1985,56.164,7.0205"
"438,Liechtenstein,1995,15.5168,1.9396"
"438,Liechtenstein,2005,38.6248,4.8281"
"438,Liechtenstein,2010,59.2264,7.4033"
"438,Liechtenstein,2015,0.36,0.045"
"438,Liechtenstein,2017,35.4,4.425"
"438,Liechtenstein,2018,16.2784,2.0348"
"440,Lithuania,1995,53618.7152,6702.3394"
"440,Lithuania,2005,209131.2536,26141.4067"
"440,Lithuania,2010,296275.6936,37034.4617"
"440,Lithuania,2015,331139.1728,41392.3966"
"440,Lithuania,2017,382007.2648,47750.9081"
"440,Lithuania,2018,427641.36,53455.17"
"440,Lithuania,1995,14784.7952,1848.0994"
"440,Lithuania,2005,62534.2392,7816.7799"
"440,Lithuania,2010,94844.1568,11855.5196"
"440,Lithuania,2015,112944.3128,14118.0391"
"440,Lithuania,2017,134253.6672,16781.7084"
"440,Lithuania,2018,152660.1424,19082.5178"
"440,Lithuania,1995,143327.856,17915.982"
"440,Lithuania,2005,259803.7872,32475.4734"
"440,Lithuania,2010,275018.86,34377.3575"
"440,Lithuania,2015,331139.1728,41392.3966"
"440,Lithuania,2017,354027.7832,44253.4729"
"440,Lithuania,2018,366931.2336,45866.4042"
"440,Lithuania,1995,26.3208,3.2901"
"440,Lithuania,2005,61.8192,7.7274"
"440,Lithuania,2010,11.8576,1.4822"
"440,Lithuania,2015,16.2648,2.0331"
"440,Lithuania,2017,33.9808,4.2476"
"440,Lithuania,2018,29.1584,3.6448"
"442,Luxembourg,1985,37907.3912,4738.4239"
"442,Luxembourg,1995,172707.6032,21588.4504"
"442,Luxembourg,2005,298771.7256,37346.4657"
"442,Luxembourg,2010,425699.8144,53212.4768"
"442,Luxembourg,2015,461955.664,57744.458"
"442,Luxembourg,2017,513455.5576,64181.9447"
"442,Luxembourg,2018,567359.664,70919.958"
"442,Luxembourg,1985,103322.5528,12915.3191"
"442,Luxembourg,1995,423148.4176,52893.5522"
"442,Luxembourg,2005,652565.1328,81570.6416"
"442,Luxembourg,2010,838174.9056,104771.8632"
"442,Luxembourg,2015,815108.9536,101888.6192"
"442,Luxembourg,2017,867455.4544,108431.9318"
"442,Luxembourg,2018,938956.324,117369.5405"
"442,Luxembourg,1985,132262.7496,16532.8437"
"442,Luxembourg,1995,230225.0792,28778.1349"
"442,Luxembourg,2005,355317.7384,44414.7173"
"442,Luxembourg,2010,400935.2712,50116.9089"
"442,Luxembourg,2015,461955.664,57744.458"
"442,Luxembourg,2017,491789.5864,61473.6983"
"442,Luxembourg,2018,507088.3552,63386.0444"
"442,Luxembourg,1985,22.3336,2.7917"
"442,Luxembourg,1995,11.4576,1.4322"
"442,Luxembourg,2005,25.3792,3.1724"
"442,Luxembourg,2010,38.92,4.865"
"442,Luxembourg,2015,34.4512,4.3064"
"442,Luxembourg,2017,14.4096,1.8012"
"442,Luxembourg,2018,24.8864,3.1108"
"450,Madagascar,1985,21983.6608,2747.9576"
"450,Madagascar,1995,29346.732,3668.3415"
"450,Madagascar,2005,46795.4856,5849.4357"
"450,Madagascar,2010,79861.6904,9982.7113"
"450,Madagascar,2015,90584.1656,11323.0207"
"450,Madagascar,2017,105410.5088,13176.3136"
"450,Madagascar,2018,110805.2328,13850.6541"
"450,Madagascar,1985,2184.496,273.062"
"450,Madagascar,1995,2177.8008,272.2251"
"450,Madagascar,2005,2552.0088,319.0011"
"450,Madagascar,2010,3775.6736,471.9592"
"450,Madagascar,2015,3737.8824,467.2353"
"450,Madagascar,2017,4122.3464,515.2933"
"450,Madagascar,2018,4219.1728,527.3966"
"450,Madagascar,1985,45365.6776,5670.7097"
"450,Madagascar,1995,51098.972,6387.3715"
"450,Madagascar,2005,69022.6368,8627.8296"
"450,Madagascar,2010,79401.6528,9925.2066"
"450,Madagascar,2015,90584.1656,11323.0207"
"450,Madagascar,2017,97906.5512,12238.3189"
"450,Madagascar,2018,102375.7824,12796.9728"
"450,Madagascar,1985,9.2472,1.1559"
"450,Madagascar,1995,13.6976,1.7122"
"450,Madagascar,2005,36.8232,4.6029"
"450,Madagascar,2010,4.9536,0.6192"
"450,Madagascar,2015,25.0584,3.1323"
"450,Madagascar,2017,31.4664,3.9333"
"450,Madagascar,2018,36.5184,4.5648"
"454,Malawi,1985,16222.0584,2027.7573"
"454,Malawi,1995,19789.2576,2473.6572"
"454,Malawi,2005,29247.1184,3655.8898"
"454,Malawi,2010,55677.2608,6959.6576"
"454,Malawi,2015,51451.3288,6431.4161"
"454,Malawi,2017,50781.74,6347.7175"
"454,Malawi,2018,57569.3664,7196.1708"
"454,Malawi,1985,2231.9016,278.9877"
"454,Malawi,1995,2010.2016,251.2752"
"454,Malawi,2005,2316.4288,289.5536"
"454,Malawi,2010,3829.3496,478.6687"
"454,Malawi,2015,3072.5824,384.0728"
"454,Malawi,2017,2873.864,359.233"
"454,Malawi,2018,3173.052,396.6315"
"454,Malawi,1985,18436.3696,2304.5462"
"454,Malawi,1995,22229.0064,2778.6258"
"454,Malawi,2005,29618.5056,3702.3132"
"454,Malawi,2010,42355.1776,5294.3972"
"454,Malawi,2015,51451.3288,6431.4161"
"454,Malawi,2017,55588.3344,6948.5418"
"454,Malawi,2018,57819.0872,7227.3859"
"454,Malawi,1985,37.6552,4.7069"
"454,Malawi,1995,72.1776,9.0222"
"454,Malawi,2005,26.1496,3.2687"
"454,Malawi,2010,54.9928,6.8741"
"454,Malawi,2015,26.2024,3.2753"
"454,Malawi,2017,41.7528,5.2191"
"454,Malawi,2018,32.104,4.013"
"458,Malaysia,1985,249597.1,31199.6375"
"458,Malaysia,1995,710661.6512,88832.7064"
"458,Malaysia,2005,1148275.348,143534.4185"
"458,Malaysia,2010,2040141.162,255017.6452"
"458,Malaysia,2015,2410837.886,301354.7358"
"458,Malaysia,2017,2551641.637,318955.2046"
"458,Malaysia,2018,2868634.122,358579.2653"
"458,Malaysia,1985,16000.9144,2000.1143"
"458,Malaysia,1995,34687.392,4335.924"
"458,Malaysia,2005,44696.3032,5587.0379"
"458,Malaysia,2010,72324.824,9040.603"
"458,Malaysia,2015,79641.932,9955.2415"
"458,Malaysia,2017,82034.1,10254.2625"
"458,Malaysia,2018,90986.7776,11373.3472"
"458,Malaysia,1985,432704.5672,54088.0709"
"458,Malaysia,1995,938678.86,117334.8575"
"458,Malaysia,2005,1495187.752,186898.469"
"458,Malaysia,2010,1861229.258,232653.6573"
"458,Malaysia,2015,2410837.886,301354.7358"
"458,Malaysia,2017,2662700.115,332837.5144"
"458,Malaysia,2018,2788954.875,348619.3594"
"458,Malaysia,1985,-8.604,-1.0755"
"458,Malaysia,1995,78.6328,9.8291"
"458,Malaysia,2005,42.6568,5.3321"
"458,Malaysia,2010,59.3984,7.4248"
"458,Malaysia,2015,40.732,5.0915"
"458,Malaysia,2017,45.9344,5.7418"
"458,Malaysia,2018,37.9328,4.7416"
"462,Maldives,1985,1328.104,166.013"
"462,Maldives,1995,4530.7704,566.3463"
"462,Maldives,2005,9306.8992,1163.3624"
"462,Maldives,2010,20705.4088,2588.1761"
"462,Maldives,2015,32875.332,4109.4165"
"462,Maldives,2017,37887.9976,4735.9997"
"462,Maldives,2018,42619.5536,5327.4442"
"462,Maldives,1985,7007.0952,875.8869"
"462,Maldives,1995,17827.9208,2228.4901"
"462,Maldives,2005,29119.7328,3639.9666"
"462,Maldives,2010,56613.2992,7076.6624"
"462,Maldives,2015,72266.9768,9033.3721"
"462,Maldives,2017,76325.2312,9540.6539"
"462,Maldives,2018,82644.7248,10330.5906"
"462,Maldives,1985,4938.68,617.335"
"462,Maldives,1995,11261.1856,1407.6482"
"462,Maldives,2005,16847.2568,2105.9071"
"462,Maldives,2010,24933.484,3116.6855"
"462,Maldives,2015,32875.332,4109.4165"
"462,Maldives,2017,37337.5672,4667.1959"
"462,Maldives,2018,39909.684,4988.7105"
"462,Maldives,1985,103.8864,12.9858"
"462,Maldives,1995,56.7376,7.0922"
"462,Maldives,2005,-105.0328,-13.1291"
"462,Maldives,2010,58.1208,7.2651"
"462,Maldives,2015,23.076,2.8845"
"462,Maldives,2017,54.4296,6.8037"
"462,Maldives,2018,55.1104,6.8888"
"466,Mali,1985,10082.7136,1260.3392"
"466,Mali,1995,22695.248,2836.906"
"466,Mali,2005,49960.2496,6245.0312"
"466,Mali,2010,85429.992,10678.749"
"466,Mali,2015,104758.772,13094.8465"
"466,Mali,2017,123005.7632,15375.7204"
"466,Mali,2018,137374.5328,17171.8166"
"466,Mali,1985,1287.392,160.924"
"466,Mali,1995,2367.6264,295.9533"
"466,Mali,2005,3910.6248,488.8281"
"466,Mali,2010,5676.6552,709.5819"
"466,Mali,2015,6007.2312,750.9039"
"466,Mali,2017,6644.496,830.562"
"466,Mali,2018,7200.7728,900.0966"
"466,Mali,1985,8030.1768,1003.7721"
"466,Mali,1995,17385.748,2173.2185"
"466,Mali,2005,42584.3096,5323.0387"
"466,Mali,2010,70426.3192,8803.2899"
"466,Mali,2015,104758.772,13094.8465"
"466,Mali,2017,121723.8152,15215.4769"
"466,Mali,2018,129850.5456,16231.3182"
"466,Mali,1985,67.9912,8.4989"
"466,Mali,1995,297.8248,37.2281"
"466,Mali,2005,82.948,10.3685"
"466,Mali,2010,86.9528,10.8691"
"466,Mali,2015,60.8888,7.6111"
"466,Mali,2017,54.7504,6.8438"
"466,Mali,2018,53.4112,6.6764"
"470,Malta,1985,9249.0248,1156.1281"
"470,Malta,1995,29578.5904,3697.3238"
"470,Malta,2005,51144.9168,6393.1146"
"470,Malta,2010,69924.3136,8740.5392"
"470,Malta,2015,85619.068,10702.3835"
"470,Malta,2017,102243.3768,12780.4221"
"470,Malta,2018,116392.9872,14549.1234"
"470,Malta,1985,26711.9856,3338.9982"
"470,Malta,1995,78479.4488,9809.9311"
"470,Malta,2005,126392.0368,15799.0046"
"470,Malta,2010,168796.1552,21099.5194"
"470,Malta,2015,197479.6232,24684.9529"
"470,Malta,2017,233468.0792,29183.5099"
"470,Malta,2018,264982.3952,33122.7994"
"470,Malta,1985,23685.1368,2960.6421"
"470,Malta,1995,41699.768,5212.471"
"470,Malta,2005,59297.1208,7412.1401"
"470,Malta,2010,65534.2712,8191.7839"
"470,Malta,2015,85619.068,10702.3835"
"470,Malta,2017,96572.0648,12071.5081"
"470,Malta,2018,102900.5728,12862.5716"
"470,Malta,1985,20.6824,2.5853"
"470,Malta,1995,50.74,6.3425"
"470,Malta,2005,30.2696,3.7837"
"470,Malta,2010,28.3416,3.5427"
"470,Malta,2015,85.2824,10.6603"
"470,Malta,2017,53.6408,6.7051"
"470,Malta,2018,52.4248,6.5531"
"584,Marshall Islands,1985,354.3168,44.2896"
"584,Marshall Islands,1995,970.8392,121.3549"
"584,Marshall Islands,2005,1122.2488,140.2811"
"584,Marshall Islands,2010,1346.5072,168.3134"
"584,Marshall Islands,2015,1451.6968,181.4621"
"584,Marshall Islands,2017,1661.9984,207.7498"
"584,Marshall Islands,2018,1713.556,214.1945"
"584,Marshall Islands,1985,9243.1368,1155.3921"
"584,Marshall Islands,1995,19240.9176,2405.1147"
"584,Marshall Islands,2005,20309.2488,2538.6561"
"584,Marshall Islands,2010,23888.6464,2986.0808"
"584,Marshall Islands,2015,25273.7064,3159.2133"
"584,Marshall Islands,2017,28626.5216,3578.3152"
"584,Marshall Islands,2018,29335.1824,3666.8978"
"584,Marshall Islands,1985,676.7864,84.5983"
"584,Marshall Islands,1995,1306.264,163.283"
"584,Marshall Islands,2005,1264.0024,158.0003"
"584,Marshall Islands,2010,1372.448,171.556"
"584,Marshall Islands,2015,1451.6968,181.4621"
"584,Marshall Islands,2017,1544.7488,193.0936"
"584,Marshall Islands,2018,1584.204,198.0255"
"584,Marshall Islands,1985,-50.0592,-6.2574"
"584,Marshall Islands,1995,65.7056,8.2132"
"584,Marshall Islands,2005,28.7616,3.5952"
"584,Marshall Islands,2010,56.4472,7.0559"
"584,Marshall Islands,2015,-5.0152,-0.6269"
"584,Marshall Islands,2017,36.3936,4.5492"
"584,Marshall Islands,2018,20.4336,2.5542"
"478,Mauritania,1985,11159.0392,1394.8799"
"478,Mauritania,1995,17286.2088,2160.7761"
"478,Mauritania,2005,22466.9216,2808.3652"
"478,Mauritania,2010,43597.6376,5449.7047"
"478,Mauritania,2015,50565.2504,6320.6563"
"478,Mauritania,2017,56500.7912,7062.5989"
"478,Mauritania,2018,60957.3152,7619.6644"
"478,Mauritania,1985,6269.0176,783.6272"
"478,Mauritania,1995,7471.4664,933.9333"
"478,Mauritania,2005,7429.0608,928.6326"
"478,Mauritania,2010,12477.1624,1559.6453"
"478,Mauritania,2015,12496.6608,1562.0826"
"478,Mauritania,2017,13193.1976,1649.1497"
"478,Mauritania,2018,13843.512,1730.439"
"478,Mauritania,1985,14503.028,1812.8785"
"478,Mauritania,1995,19053.7864,2381.7233"
"478,Mauritania,2005,27670.4872,3458.8109"
"478,Mauritania,2010,37739.0352,4717.3794"
"478,Mauritania,2015,50565.2504,6320.6563"
"478,Mauritania,2017,54864.312,6858.039"
"478,Mauritania,2018,56839.4272,7104.9284"
"478,Mauritania,1985,26.8176,3.3522"
"478,Mauritania,1995,-19.2368,-2.4046"
"478,Mauritania,2005,71.7576,8.9697"
"478,Mauritania,2010,55.1496,6.8937"
"478,Mauritania,2015,33.0336,4.1292"
"478,Mauritania,2017,28.7808,3.5976"
"478,Mauritania,2018,28.8,3.6"
"480,Mauritius,1985,9212.4016,1151.5502"
"480,Mauritius,1995,34181.2872,4272.6609"
"480,Mauritius,2005,54202.228,6775.2785"
"480,Mauritius,2010,80029.3656,10003.6707"
"480,Mauritius,2015,93538.2968,11692.2871"
"480,Mauritius,2017,106074.7856,13259.3482"
"480,Mauritius,2018,113762.6216,14220.3277"
"480,Mauritius,1985,9069.4488,1133.6811"
"480,Mauritius,1995,30284.4912,3785.5614"
"480,Mauritius,2005,44355.2328,5544.4041"
"480,Mauritius,2010,64128.4064,8016.0508"
"480,Mauritius,2015,74268.8088,9283.6011"
"480,Mauritius,2017,83886.8088,10485.8511"
"480,Mauritius,2018,89775.8592,11221.9824"
"480,Mauritius,1985,21935.5688,2741.9461"
"480,Mauritius,1995,40107.656,5013.457"
"480,Mauritius,2005,62065.5904,7758.1988"
"480,Mauritius,2010,78203.3784,9775.4223"
"480,Mauritius,2015,93538.2968,11692.2871"
"480,Mauritius,2017,100832.7808,12604.0976"
"480,Mauritius,2018,104638.0272,13079.7534"
"480,Mauritius,1985,55.0112,6.8764"
"480,Mauritius,1995,35.3352,4.4169"
"480,Mauritius,2005,14.2264,1.7783"
"480,Mauritius,2010,35.0168,4.3771"
"480,Mauritius,2015,28.4248,3.5531"
"480,Mauritius,2017,30.5136,3.8142"
"480,Mauritius,2018,30.1904,3.7738"
"484,Mexico,1985,1796740.97,224592.6212"
"484,Mexico,1995,2880580.056,360072.507"
"484,Mexico,2005,7019815.139,877476.8924"
"484,Mexico,2010,8462404.784,1057800.598"
"484,Mexico,2015,9364536.656,1170567.082"
"484,Mexico,2017,9265832.6,1158229.075"
"484,Mexico,2018,9787207.648,1223400.956"
"484,Mexico,1985,23646.4672,2955.8084"
"484,Mexico,1995,31425.6688,3928.2086"
"484,Mexico,2005,66221.4208,8277.6776"
"484,Mexico,2010,74171.1368,9271.3921"
"484,Mexico,2015,76847.7808,9605.9726"
"484,Mexico,2017,74258.9464,9282.3683"
"484,Mexico,2018,77558.812,9694.8515"
"484,Mexico,1985,4532045.259,566505.6574"
"484,Mexico,1995,5416306.193,677038.2741"
"484,Mexico,2005,7524131.2,940516.4"
"484,Mexico,2010,8098839.28,1012354.91"
"484,Mexico,2015,9364536.656,1170567.082"
"484,Mexico,2017,9837614.272,1229701.784"
"484,Mexico,2018,10033890.46,1254236.308"
"484,Mexico,1985,22.1784,2.7723"
"484,Mexico,1995,-50.3296,-6.2912"
"484,Mexico,2005,18.4624,2.3078"
"484,Mexico,2010,40.9448,5.1181"
"484,Mexico,2015,26.304,3.288"
"484,Mexico,2017,16.5576,2.0697"
"484,Mexico,2018,15.9616,1.9952"
"583,Micronesia (Fed. States of),1985,864.8,108.1"
"583,Micronesia (Fed. States of),1995,1774.8304,221.8538"
"583,Micronesia (Fed. States of),2005,2005.152,250.644"
"583,Micronesia (Fed. States of),2010,2374.4,296.8"
"583,Micronesia (Fed. States of),2015,2520.8,315.1"
"583,Micronesia (Fed. States of),2017,2900.8,362.6"
"583,Micronesia (Fed. States of),2018,2970.4192,371.3024"
"583,Micronesia (Fed. States of),1985,10098.0848,1262.2606"
"583,Micronesia (Fed. States of),1995,16505.5992,2063.1999"
"583,Micronesia (Fed. States of),2005,18893.5352,2361.6919"
"583,Micronesia (Fed. States of),2010,23072.3632,2884.0454"
"583,Micronesia (Fed. States of),2015,23148.9048,2893.6131"
"583,Micronesia (Fed. States of),2017,26025.7136,3253.2142"
"583,Micronesia (Fed. States of),2018,26370.9088,3296.3636"
"583,Micronesia (Fed. States of),1985,1636.5776,204.5722"
"583,Micronesia (Fed. States of),1995,2487.9832,310.9979"
"583,Micronesia (Fed. States of),2005,2556.4096,319.5512"
"583,Micronesia (Fed. States of),2010,2524.9648,315.6206"
"583,Micronesia (Fed. States of),2015,2520.8,315.1"
"583,Micronesia (Fed. States of),2017,2598.892,324.8615"
"583,Micronesia (Fed. States of),2018,2635.276,329.4095"
"583,Micronesia (Fed. States of),1985,132.4056,16.5507"
"583,Micronesia (Fed. States of),1995,33.9496,4.2437"
"583,Micronesia (Fed. States of),2005,16.4816,2.0602"
"583,Micronesia (Fed. States of),2010,16.4984,2.0623"
"583,Micronesia (Fed. States of),2015,39.532,4.9415"
"583,Micronesia (Fed. States of),2017,19.032,2.379"
"583,Micronesia (Fed. States of),2018,11.2,1.4"
"492,Monaco,1985,8471.4944,1058.9368"
"492,Monaco,1995,24562.9,3070.3625"
"492,Monaco,2005,33623.8072,4202.9759"
"492,Monaco,2010,42898.796,5362.3495"
"492,Monaco,2015,50073.0456,6259.1307"
"492,Monaco,2017,51450.1992,6431.2749"
"492,Monaco,2018,57507.7608,7188.4701"
"492,Monaco,1985,293822.6328,36727.8291"
"492,Monaco,1995,799677.6824,99959.7103"
"492,Monaco,2005,993523.2512,124190.4064"
"492,Monaco,2010,1204616.319,150577.0399"
"492,Monaco,2015,1327563.654,165945.4568"
"492,Monaco,2017,1340128.138,167516.0173"
"492,Monaco,2018,1486680.13,185835.0163"
"492,Monaco,1985,21009.5984,2626.1998"
"492,Monaco,1995,26446.8328,3305.8541"
"492,Monaco,2005,33134.1816,4141.7727"
"492,Monaco,2010,36332.0544,4541.5068"
"492,Monaco,2015,50073.0456,6259.1307"
"492,Monaco,2017,50020.1024,6252.5128"
"492,Monaco,2018,53063.0176,6632.8772"
"492,Monaco,1985,12.9856,1.6232"
"492,Monaco,1995,16.6808,2.0851"
"492,Monaco,2005,12.8616,1.6077"
"492,Monaco,2010,-11.1608,-1.3951"
"492,Monaco,2015,38.908,4.8635"
"492,Monaco,2017,-27.5088,-3.4386"
"492,Monaco,2018,48.6672,6.0834"
"496,Mongolia,1985,9725.0936,1215.6367"
"496,Mongolia,1995,13420.8784,1677.6098"
"496,Mongolia,2005,23407.6728,2925.9591"
"496,Mongolia,2010,57515.8656,7189.4832"
"496,Mongolia,2015,93997.0248,11749.6281"
"496,Mongolia,2017,91469.0856,11433.6357"
"496,Mongolia,2018,104076.5992,13009.5749"
"496,Mongolia,1985,5060.1952,632.5244"
"496,Mongolia,1995,5840.192,730.024"
"496,Mongolia,2005,9265.14,1158.1425"
"496,Mongolia,2010,21146.3472,2643.2934"
"496,Mongolia,2015,31348.6536,3918.5817"
"496,Mongolia,2017,29375.5208,3671.9401"
"496,Mongolia,2018,32829.4976,4103.6872"
"496,Mongolia,1985,25635.0656,3204.3832"
"496,Mongolia,1995,26862.76,3357.845"
"496,Mongolia,2005,42272.1352,5284.0169"
"496,Mongolia,2010,57858.04,7232.255"
"496,Mongolia,2015,93997.0248,11749.6281"
"496,Mongolia,2017,100907.3056,12613.4132"
"496,Mongolia,2018,107682.3928,13460.2991"
"496,Mongolia,1985,45.4336,5.6792"
"496,Mongolia,1995,50.496,6.312"
"496,Mongolia,2005,58.0312,7.2539"
"496,Mongolia,2010,50.9232,6.3654"
"496,Mongolia,2015,19.036,2.3795"
