"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"496,Mongolia,2017,41.9216,5.2402"
"496,Mongolia,2018,53.7136,6.7142"
"499,Montenegro,1995,9719.196,1214.8995"
"499,Montenegro,2005,18230.0552,2278.7569"
"499,Montenegro,2010,33111.6712,4138.9589"
"499,Montenegro,2015,32424.676,4053.0845"
"499,Montenegro,2017,38852.8984,4856.6123"
"499,Montenegro,2018,44055.5552,5506.9444"
"499,Montenegro,1995,15665.5616,1958.1952"
"499,Montenegro,2005,29575.472,3696.934"
"499,Montenegro,2010,53040.2,6630.025"
"499,Montenegro,2015,51717.6264,6464.7033"
"499,Montenegro,2017,61910.7544,7738.8443"
"499,Montenegro,2018,70173.5008,8771.6876"
"499,Montenegro,1995,14353.8144,1794.2268"
"499,Montenegro,2005,24625.3384,3078.1673"
"499,Montenegro,2010,29632.3072,3704.0384"
"499,Montenegro,2015,32424.676,4053.0845"
"499,Montenegro,2017,34955.3744,4369.4218"
"499,Montenegro,2018,36730.3688,4591.2961"
"499,Montenegro,1995,114.3976,14.2997"
"499,Montenegro,2005,33.4448,4.1806"
"499,Montenegro,2010,21.8744,2.7343"
"499,Montenegro,2015,27.1232,3.3904"
"499,Montenegro,2017,37.732,4.7165"
"499,Montenegro,2018,40.6232,5.0779"
"500,Montserrat,1985,348.8184,43.6023"
"500,Montserrat,1995,550.7768,68.8471"
"500,Montserrat,2005,390.9928,48.8741"
"500,Montserrat,2010,444.0888,55.5111"
"500,Montserrat,2015,491.052,61.3815"
"500,Montserrat,2017,479.6744,59.9593"
"500,Montserrat,2018,509.4304,63.6788"
"500,Montserrat,1985,32321.9088,4040.2386"
"500,Montserrat,1995,55927.7672,6990.9709"
"500,Montserrat,2005,80867.1336,10108.3917"
"500,Montserrat,2010,90648.8856,11331.1107"
"500,Montserrat,2015,98862.8656,12357.8582"
"500,Montserrat,2017,96242.792,12030.349"
"500,Montserrat,2018,102028.9368,12753.6171"
"500,Montserrat,1985,773.86,96.7325"
"500,Montserrat,1995,868.5296,108.5662"
"500,Montserrat,2005,411.4776,51.4347"
"500,Montserrat,2010,426.1664,53.2708"
"500,Montserrat,2015,491.052,61.3815"
"500,Montserrat,2017,479.7928,59.9741"
"500,Montserrat,2018,497.632,62.204"
"500,Montserrat,1985,47.2704,5.9088"
"500,Montserrat,1995,-70.6096,-8.8262"
"500,Montserrat,2005,25.044,3.1305"
"500,Montserrat,2010,-22.5712,-2.8214"
"500,Montserrat,2015,-15.4128,-1.9266"
"500,Montserrat,2017,-22.4744,-2.8093"
"500,Montserrat,2018,29.744,3.718"
"504,Morocco,1985,120889.7472,15111.2184"
"504,Morocco,1995,309821.6192,38727.7024"
"504,Morocco,2005,500357.936,62544.742"
"504,Morocco,2010,745737.776,93217.222"
"504,Morocco,2015,809434.4624,101179.3078"
"504,Morocco,2017,877714.5952,109714.3244"
"504,Morocco,2018,943370.912,117921.364"
"504,Morocco,1985,5373.0904,671.6363"
"504,Morocco,1995,11477.3192,1434.6649"
"504,Morocco,2005,16429.116,2053.6395"
"504,Morocco,2010,23056.884,2882.1105"
"504,Morocco,2015,23351.1344,2918.8918"
"504,Morocco,2017,24667.8928,3083.4866"
"504,Morocco,2018,26183.5872,3272.9484"
"504,Morocco,1985,244898.8488,30612.3561"
"504,Morocco,1995,318240.3048,39780.0381"
"504,Morocco,2005,489557.456,61194.682"
"504,Morocco,2010,650190.864,81273.858"
"504,Morocco,2015,809434.4624,101179.3078"
"504,Morocco,2017,883723.6528,110465.4566"
"504,Morocco,2018,916365.2768,114545.6596"
"504,Morocco,1985,50.58,6.3225"
"504,Morocco,1995,-52.636,-6.5795"
"504,Morocco,2005,23.828,2.9785"
"504,Morocco,2010,31.7456,3.9682"
"504,Morocco,2015,39.4512,4.9314"
"504,Morocco,2017,46.2472,5.7809"
"504,Morocco,2018,29.5488,3.6936"
"508,Mozambique,1985,70996.5352,8874.5669"
"508,Mozambique,1995,22533.4552,2816.6819"
"508,Mozambique,2005,67674.2312,8459.2789"
"508,Mozambique,2010,88969.3304,11121.1663"
"508,Mozambique,2015,127607.8312,15950.9789"
"508,Mozambique,2017,105752.6368,13219.0796"
"508,Mozambique,2018,117734.0576,14716.7572"
"508,Mozambique,1985,5562.0792,695.2599"
"508,Mozambique,1995,1455.3408,181.9176"
"508,Mozambique,2005,3302.1608,412.7701"
"508,Mozambique,2010,3780.8488,472.6061"
"508,Mozambique,2015,4718.8752,589.8594"
"508,Mozambique,2017,3691.3184,461.4148"
"508,Mozambique,2018,3991.5256,498.9407"
"508,Mozambique,1985,17071.704,2133.963"
"508,Mozambique,1995,23983.2976,2997.9122"
"508,Mozambique,2005,63305.0904,7913.1363"
"508,Mozambique,2010,90592.2368,11324.0296"
"508,Mozambique,2015,127607.8312,15950.9789"
"508,Mozambique,2017,137444.6096,17180.5762"
"508,Mozambique,2018,142156.448,17769.556"
"508,Mozambique,1985,-70.588,-8.8235"
"508,Mozambique,1995,17.8984,2.2373"
"508,Mozambique,2005,69.7656,8.7207"
"508,Mozambique,2010,53.5008,6.6876"
"508,Mozambique,2015,53.7864,6.7233"
"508,Mozambique,2017,29.9304,3.7413"
"508,Mozambique,2018,27.4256,3.4282"
"104,Myanmar,1985,52852.192,6606.524"
"104,Myanmar,1995,62102.4264,7762.8033"
"104,Myanmar,2005,95446.6288,11930.8286"
"104,Myanmar,2010,331559.3848,41444.9231"
"104,Myanmar,2015,500347.9272,62543.4909"
"104,Myanmar,2017,531924.1088,66490.5136"
"104,Myanmar,2018,581959.9032,72744.9879"
"104,Myanmar,1985,1391.6864,173.9608"
"104,Myanmar,1995,1414.5824,176.8228"
"104,Myanmar,2005,1949.8832,243.7354"
"104,Myanmar,2010,6552.4512,819.0564"
"104,Myanmar,2015,9497.7416,1187.2177"
"104,Myanmar,2017,9964.3872,1245.5484"
"104,Myanmar,2018,10835.5632,1354.4454"
"104,Myanmar,1985,63735.5512,7966.9439"
"104,Myanmar,1995,75976.32,9497.04"
"104,Myanmar,2005,207256.7712,25907.0964"
"104,Myanmar,2010,352400.0024,44050.0003"
"104,Myanmar,2015,500347.9272,62543.4909"
"104,Myanmar,2017,565479.8408,70684.9801"
"104,Myanmar,2018,600539.8792,75067.4849"
"104,Myanmar,1985,22.808,2.851"
"104,Myanmar,1995,55.584,6.948"
"104,Myanmar,2005,108.552,13.569"
"104,Myanmar,2010,81.2608,10.1576"
"104,Myanmar,2015,55.9424,6.9928"
"104,Myanmar,2017,54.0688,6.7586"
"104,Myanmar,2018,49.6008,6.2001"
"516,Namibia,1985,12847.4376,1605.9297"
"516,Namibia,1995,31539.956,3942.4945"
"516,Namibia,2005,56970.8816,7121.3602"
"516,Namibia,2010,90257.2704,11282.1588"
"516,Namibia,2015,93205.1024,11650.6378"
"516,Namibia,2017,108529.5368,13566.1921"
"516,Namibia,2018,116148.748,14518.5935"
"516,Namibia,1985,10722.7472,1340.3434"
"516,Namibia,1995,19375.044,2421.8805"
"516,Namibia,2005,29391.8864,3673.9858"
"516,Namibia,2010,42596.8088,5324.6011"
"516,Namibia,2015,40263.0528,5032.8816"
"516,Namibia,2017,45171.084,5646.3855"
"516,Namibia,2018,47440.5504,5930.0688"
"516,Namibia,1985,27744.7048,3468.0881"
"516,Namibia,1995,38043.04,4755.38"
"516,Namibia,2005,57514.5048,7189.3131"
"516,Namibia,2010,70843.5792,8855.4474"
"516,Namibia,2015,93205.1024,11650.6378"
"516,Namibia,2017,93433.9616,11679.2452"
"516,Namibia,2018,93364.1888,11670.5236"
"516,Namibia,1985,3.7136,0.4642"
"516,Namibia,1995,31.192,3.899"
"516,Namibia,2005,20.2344,2.5293"
"516,Namibia,2010,48.3152,6.0394"
"516,Namibia,2015,48.6912,6.0864"
"516,Namibia,2017,-6.9432,-0.8679"
"516,Namibia,2018,-0.5976,-0.0747"
"520,Nauru,1985,264.3456,33.0432"
"520,Nauru,1995,278.8424,34.8553"
"520,Nauru,2005,210.344,26.293"
"520,Nauru,2010,474.2176,59.2772"
"520,Nauru,2015,834.8256,104.3532"
"520,Nauru,2017,1070.3512,133.7939"
"520,Nauru,2018,1013.7232,126.7154"
"520,Nauru,1985,31095.78,3886.9725"
"520,Nauru,1995,26236.5848,3279.5731"
"520,Nauru,2005,21356.9,2669.6125"
"520,Nauru,2010,47398.0704,5924.7588"
"520,Nauru,2015,80403.0848,10050.3856"
"520,Nauru,2017,101234.3768,12654.2971"
"520,Nauru,2018,95006.8936,11875.8617"
"520,Nauru,1985,1292.7512,161.5939"
"520,Nauru,1995,564.4416,70.5552"
"520,Nauru,2005,246.2688,30.7836"
"520,Nauru,2010,360.4344,45.0543"
"520,Nauru,2015,834.8256,104.3532"
"520,Nauru,2017,958.5128,119.8141"
"520,Nauru,2018,920.1728,115.0216"
"520,Nauru,1985,-22.5336,-2.8167"
"520,Nauru,1995,-63.388,-7.9235"
"520,Nauru,2005,-96.5904,-12.0738"
"520,Nauru,2010,108.4072,13.5509"
"520,Nauru,2015,22.4672,2.8084"
"520,Nauru,2017,32,4"
"520,Nauru,2018,-32,-4"
"524,Nepal,1985,21927.7584,2740.9698"
"524,Nepal,1995,36275.3512,4534.4189"
"524,Nepal,2005,66070.6344,8258.8293"
"524,Nepal,2010,130246.42,16280.8025"
"524,Nepal,2015,166409.6248,20801.2031"
"524,Nepal,2017,204699.628,25587.4535"
"524,Nepal,2018,222643.1688,27830.3961"
"524,Nepal,1985,1300.7088,162.5886"
"524,Nepal,1995,1681.2768,210.1596"
"524,Nepal,2005,2566.3984,320.7998"
"524,Nepal,2010,4821.5824,602.6978"
"524,Nepal,2015,6159.8904,769.9863"
"524,Nepal,2017,7407.8816,925.9852"
"524,Nepal,2018,7924.4528,990.5566"
"524,Nepal,1985,44670.2568,5583.7821"
"524,Nepal,1995,71910.4168,8988.8021"
"524,Nepal,2005,108366.7296,13545.8412"
"524,Nepal,2010,134664.8848,16833.1106"
"524,Nepal,2015,166409.6248,20801.2031"
"524,Nepal,2017,181154.4232,22644.3029"
"524,Nepal,2018,193214.9104,24151.8638"
"524,Nepal,1985,49.16,6.145"
"524,Nepal,1995,27.7472,3.4684"
"524,Nepal,2005,27.8336,3.4792"
"524,Nepal,2010,38.5312,4.8164"
"524,Nepal,2015,26.584,3.323"
"524,Nepal,2017,65.788,8.2235"
"524,Nepal,2018,53.2608,6.6576"
"528,Netherlands,1985,1150777.57,143847.1963"
"528,Netherlands,1995,3618295.888,452286.986"
"528,Netherlands,2005,5480604.885,685075.6106"
"528,Netherlands,2010,6772439.159,846554.8949"
"528,Netherlands,2015,6122119.598,765264.9498"
"528,Netherlands,2017,6670957.134,833869.6417"
"528,Netherlands,2018,7312838.782,914104.8478"
"528,Netherlands,1985,79287.696,9910.962"
"528,Netherlands,1995,233923.632,29240.454"
"528,Netherlands,2005,334853.7896,41856.7237"
"528,Netherlands,2010,405950.54,50743.8175"
"528,Netherlands,2015,361432.2376,45179.0297"
"528,Netherlands,2017,391917.1104,48989.6388"
"528,Netherlands,2018,428665.1464,53583.1433"
"528,Netherlands,1985,3154455.978,394306.9972"
"528,Netherlands,1995,4165669.714,520708.7142"
"528,Netherlands,2005,5507603.851,688450.4814"
"528,Netherlands,2010,5898153.289,737269.1611"
"528,Netherlands,2015,6122119.598,765264.9498"
"528,Netherlands,2017,6438413.7,804801.7125"
"528,Netherlands,2018,6605648.51,825706.0638"
"528,Netherlands,1985,20.6416,2.5802"
"528,Netherlands,1995,24.928,3.116"
"528,Netherlands,2005,16.4072,2.0509"
"528,Netherlands,2010,10.7416,1.3427"
"528,Netherlands,2015,15.6736,1.9592"
"528,Netherlands,2017,23.2872,2.9109"
"528,Netherlands,2018,20.78,2.5975"
"530,Netherlands Antilles [former],1985,9519.1184,1189.8898"
"530,Netherlands Antilles [former],1995,20570.5064,2571.3133"
"530,Netherlands Antilles [former],2005,24420.7368,3052.5921"
"530,Netherlands Antilles [former],2010,30782.6784,3847.8348"
"530,Netherlands Antilles [former],1985,56159.992,7019.999"
"530,Netherlands Antilles [former],1995,117517.5448,14689.6931"
"530,Netherlands Antilles [former],2005,149303.8608,18662.9826"
"530,Netherlands Antilles [former],2010,167881.1008,20985.1376"
"530,Netherlands Antilles [former],1985,24713.6808,3089.2101"
"530,Netherlands Antilles [former],1995,30887.8416,3860.9802"
"530,Netherlands Antilles [former],2005,31305.1784,3913.1473"
"530,Netherlands Antilles [former],2010,33749.12,4218.64"
"530,Netherlands Antilles [former],1985,-16.8,-2.1"
"530,Netherlands Antilles [former],1995,12.6272,1.5784"
"530,Netherlands Antilles [former],2005,8.8,1.1"
"530,Netherlands Antilles [former],2010,-2.1296,-0.2662"
"540,New Caledonia,1985,6838.5672,854.8209"
"540,New Caledonia,1995,29027.5256,3628.4407"
"540,New Caledonia,2005,49889.176,6236.147"
"540,New Caledonia,2010,74841.7792,9355.2224"
"540,New Caledonia,2015,70178.9392,8772.3674"
"540,New Caledonia,2017,75670.0072,9458.7509"
"540,New Caledonia,2018,81388.0128,10173.5016"
"540,New Caledonia,1985,43842.0256,5480.2532"
"540,New Caledonia,1995,150173.7016,18771.7127"
"540,New Caledonia,2005,210999.6368,26374.9546"
"540,New Caledonia,2010,295202.4008,36900.3001"
"540,New Caledonia,2015,258900.7776,32362.5972"
"540,New Caledonia,2017,273029.072,34128.634"
"540,New Caledonia,2018,290678.74,36334.8425"
"540,New Caledonia,1985,22325.9352,2790.7419"
"540,New Caledonia,1995,41661.6448,5207.7056"
"540,New Caledonia,2005,52152.552,6519.069"
"540,New Caledonia,2010,63255.7016,7906.9627"
"540,New Caledonia,2015,70178.9392,8772.3674"
"540,New Caledonia,2017,72833.5224,9104.1903"
"540,New Caledonia,2018,74005.8528,9250.7316"
"540,New Caledonia,1985,36,4.5"
"540,New Caledonia,1995,47.52,5.94"
"540,New Caledonia,2005,28.8,3.6"
"540,New Caledonia,2010,55.5064,6.9383"
"540,New Caledonia,2015,4.8,0.6"
"540,New Caledonia,2017,13.1304,1.6413"
"540,New Caledonia,2018,12.8768,1.6096"
"554,New Zealand,1985,192862.1648,24107.7706"
"554,New Zealand,1995,505211.4888,63151.4361"
"554,New Zealand,2005,917766.9232,114720.8654"
"554,New Zealand,2010,1172670.652,146583.8315"
"554,New Zealand,2015,1419740.233,177467.5291"
"554,New Zealand,2017,1643326.919,205415.8649"
"554,New Zealand,2018,1663364.912,207920.614"
"554,New Zealand,1985,59011.0888,7376.3861"
"554,New Zealand,1995,137474.908,17184.3635"
"554,New Zealand,2005,221931.8352,27741.4794"
"554,New Zealand,2010,268341.88,33542.735"
"554,New Zealand,2015,307667.22,38458.4025"
"554,New Zealand,2017,349492.7768,43686.5971"
"554,New Zealand,2018,350689.22,43836.1525"
"554,New Zealand,1985,680282.1888,85035.2736"
"554,New Zealand,1995,805619.9808,100702.4976"
"554,New Zealand,2005,1134583.345,141822.9181"
"554,New Zealand,2010,1223312.821,152914.1026"
"554,New Zealand,2015,1419740.233,177467.5291"
"554,New Zealand,2017,1532334.663,191541.8329"
"554,New Zealand,2018,1575642.133,196955.2666"
"554,New Zealand,1985,12.9176,1.6147"
"554,New Zealand,1995,36.6176,4.5772"
"554,New Zealand,2005,26.5512,3.3189"
"554,New Zealand,2010,7.6976,0.9622"
"554,New Zealand,2015,33.9616,4.2452"
"554,New Zealand,2017,32.0792,4.0099"
"554,New Zealand,2018,22.6096,2.8262"
"558,Nicaragua,1985,28843.2952,3605.4119"
"558,Nicaragua,1995,32944.672,4118.084"
"558,Nicaragua,2005,50402.012,6300.2515"
"558,Nicaragua,2010,70068.8192,8758.6024"
"558,Nicaragua,2015,102053.5704,12756.6963"
"558,Nicaragua,2017,110748.6936,13843.5867"
"558,Nicaragua,2018,104942.8736,13117.8592"
"558,Nicaragua,1985,7723.7976,965.4747"
"558,Nicaragua,1995,7081.548,885.1935"
"558,Nicaragua,2005,9267.3072,1158.4134"
"558,Nicaragua,2010,12030.9128,1503.8641"
"558,Nicaragua,2015,16398.784,2049.848"
"558,Nicaragua,2017,17345.5544,2168.1943"
"558,Nicaragua,2018,16231.2056,2028.9007"
"558,Nicaragua,1985,49684.4344,6210.5543"
"558,Nicaragua,1995,45863.3952,5732.9244"
"558,Nicaragua,2005,68443.1,8555.3875"
"558,Nicaragua,2010,78230.3032,9778.7879"
"558,Nicaragua,2015,102053.5704,12756.6963"
"558,Nicaragua,2017,111699.6448,13962.4556"
"558,Nicaragua,2018,107437.5104,13429.6888"
"558,Nicaragua,1985,-32.6552,-4.0819"
"558,Nicaragua,1995,47.3008,5.9126"
"558,Nicaragua,2005,34.2592,4.2824"
"558,Nicaragua,2010,35.2808,4.4101"
"558,Nicaragua,2015,38.3384,4.7923"
"558,Nicaragua,2017,37.404,4.6755"
"558,Nicaragua,2018,-30.5256,-3.8157"
"562,Niger,1985,16319.8856,2039.9857"
"562,Niger,1995,19043.3648,2380.4206"
"562,Niger,2005,35915.0232,4489.3779"
"562,Niger,2010,60962.5288,7620.3161"
"562,Niger,2015,77274.7224,9659.3403"
"562,Niger,2017,89360.4384,11170.0548"
"562,Niger,2018,102567.9608,12820.9951"
"562,Niger,1985,2359.7296,294.9662"
"562,Niger,1995,2006.616,250.827"
"562,Niger,2005,2636.068,329.5085"
"562,Niger,2010,3702.772,462.8465"
"562,Niger,2015,3863.4152,482.9269"
"562,Niger,2017,4136.6008,517.0751"
"562,Niger,2018,4570.1904,571.2738"
"562,Niger,1985,27951.376,3493.922"
"562,Niger,1995,30444.2832,3805.5354"
"562,Niger,2005,44457.94,5557.2425"
"562,Niger,2010,57194.4624,7149.3078"
"562,Niger,2015,77274.7224,9659.3403"
"562,Niger,2017,85752.3704,10719.0463"
"562,Niger,2018,91758.9624,11469.8703"
"562,Niger,1985,61.78,7.7225"
"562,Niger,1995,26.2768,3.2846"
"562,Niger,2005,59.3672,7.4209"
"562,Niger,2010,66.9536,8.3692"
"562,Niger,2015,34.7008,4.3376"
"562,Niger,2017,39.9832,4.9979"
"562,Niger,2018,56.0368,7.0046"
"566,Nigeria,1985,1681235.65,210154.4562"
"566,Nigeria,1995,403891.3608,50486.4201"
"566,Nigeria,2005,1409072.339,176134.0424"
"566,Nigeria,2010,2906878.606,363359.8258"
"566,Nigeria,2015,3956660.831,494582.6039"
"566,Nigeria,2017,3006157.755,375769.7194"
"566,Nigeria,2018,3374570.555,421821.3194"
"566,Nigeria,1985,20119.4304,2514.9288"
"566,Nigeria,1995,3741.5248,467.6906"
"566,Nigeria,2005,10147.0648,1268.3831"
"566,Nigeria,2010,18339.5584,2292.4448"
"566,Nigeria,2015,21843.4168,2730.4271"
"566,Nigeria,2017,15749.4976,1968.6872"
"566,Nigeria,2018,17228.212,2153.5265"
"566,Nigeria,1985,973567.1096,121695.8887"
"566,Nigeria,1995,1240714.404,155089.3005"
"566,Nigeria,2005,2198709.778,274838.7223"
"566,Nigeria,2010,3096590.162,387073.7703"
"566,Nigeria,2015,3956660.831,494582.6039"
"566,Nigeria,2017,3924394.459,490549.3074"
"566,Nigeria,2018,4000076.966,500009.6207"
"566,Nigeria,1985,47.304,5.913"
"566,Nigeria,1995,-0.5816,-0.0727"
"566,Nigeria,2005,51.508,6.4385"
"566,Nigeria,2010,64.0456,8.0057"
"566,Nigeria,2015,21.2216,2.6527"
"566,Nigeria,2017,6.516,0.8145"
"566,Nigeria,2018,15.428,1.9285"
"807,North Macedonia,1995,37656.2368,4707.0296"
"807,North Macedonia,2005,50068.8936,6258.6117"
"807,North Macedonia,2010,75257.2808,9407.1601"
"807,North Macedonia,2015,80516.104,10064.513"
"807,North Macedonia,2017,90456.536,11307.067"
"807,North Macedonia,2018,101030.8224,12628.8528"
"807,North Macedonia,1995,18987.1168,2373.3896"
"807,North Macedonia,2005,24302.068,3037.7585"
"807,North Macedonia,2010,36343.1648,4542.8956"
"807,North Macedonia,2015,38722.176,4840.272"
"807,North Macedonia,2017,43447.0272,5430.8784"
"807,North Macedonia,2018,48503.556,6062.9445"
"807,North Macedonia,1995,45983.0208,5747.8776"
"807,North Macedonia,2005,58676.984,7334.623"
"807,North Macedonia,2010,71349.0784,8918.6348"
"807,North Macedonia,2015,80516.104,10064.513"
"807,North Macedonia,2017,83705.3296,10463.1662"
"807,North Macedonia,2018,86464.8544,10808.1068"
"807,North Macedonia,1995,-8.9184,-1.1148"
"807,North Macedonia,2005,37.792,4.724"
"807,North Macedonia,2010,26.8704,3.3588"
"807,North Macedonia,2015,30.8456,3.8557"
"807,North Macedonia,2017,8.6544,1.0818"
"807,North Macedonia,2018,26.3736,3.2967"
"578,Norway,1985,523333.0104,65416.6263"
"578,Norway,1995,1216245.218,152030.6522"
"578,Norway,2005,2471074.273,308884.2841"
"578,Norway,2010,3430056.308,428757.0385"
"578,Norway,2015,3086412.401,385801.5501"
"578,Norway,2017,3187151.642,398393.9553"
"578,Norway,2018,3473332.923,434166.6154"
"578,Norway,1985,126010.06,15751.2575"
"578,Norway,1995,278508.4976,34813.5622"
"578,Norway,2005,533436.9824,66679.6228"
"578,Norway,2010,702034.784,87754.348"
"578,Norway,2015,593559.5664,74194.9458"
"578,Norway,2017,601766.5152,75220.8144"
"578,Norway,2018,650685.2096,81335.6512"
"578,Norway,1985,1551952.051,193994.0064"
"578,Norway,1995,2027948.166,253493.5207"
"578,Norway,2005,2701361.827,337670.2284"
"578,Norway,2010,2832893.83,354111.7288"
"578,Norway,2015,3086412.401,385801.5501"
"578,Norway,2017,3191958.83,398994.8538"
"578,Norway,2018,3233120.678,404140.0847"
"578,Norway,1985,44.4272,5.5534"
"578,Norway,1995,33.244,4.1555"
"578,Norway,2005,21.004,2.6255"
"578,Norway,2010,5.6144,0.7018"
"578,Norway,2015,15.7368,1.9671"
"578,Norway,2017,18.5864,2.3233"
"578,Norway,2018,10.316,1.2895"
"512,Oman,1985,82245.0184,10280.6273"
"512,Oman,1995,109200.6184,13650.0773"
"512,Oman,2005,248655.9336,31081.9917"
"512,Oman,2010,455304.5264,56913.0658"
"512,Oman,2015,523844.0576,65480.5072"
"512,Oman,2017,634213.9808,79276.7476"
"512,Oman,2018,736891.792,92111.474"
"512,Oman,1985,54887.9008,6860.9876"
"512,Oman,1995,49540.3336,6192.5417"
"512,Oman,2005,99016.7584,12377.0948"
"512,Oman,2010,149700.6104,18712.5763"
"512,Oman,2015,122756.348,15344.5435"
"512,Oman,2017,135924.5112,16990.5639"
"512,Oman,2018,152582.2368,19072.7796"
"512,Oman,1985,164685.0248,20585.6281"
"512,Oman,1995,252192.3808,31524.0476"
"512,Oman,2005,310471.1744,38808.8968"
"512,Oman,2010,399061.672,49882.709"
"512,Oman,2015,523844.0576,65480.5072"
"512,Oman,2017,534928.548,66866.0685"
"512,Oman,2018,546090.4696,68261.3087"
"512,Oman,1985,116.1544,14.5193"
"512,Oman,1995,38.6256,4.8282"
"512,Oman,2005,19.9216,2.4902"
"512,Oman,2010,13.712,1.714"
"512,Oman,2015,40.7768,5.0971"
"512,Oman,2017,14.1088,1.7636"
"512,Oman,2018,16.6928,2.0866"
"586,Pakistan,1985,310722.8984,38840.3623"
"586,Pakistan,1995,618128.7344,77266.0918"
"586,Pakistan,2005,941667.2368,117708.4046"
"586,Pakistan,2010,1396063.39,174507.9237"
"586,Pakistan,2015,2136282.339,267035.2924"
"586,Pakistan,2017,2424735.546,303091.9432"
"586,Pakistan,2018,2258764.878,282345.6097"
"586,Pakistan,1985,3370.4072,421.3009"
"586,Pakistan,1995,4993.8968,624.2371"
"586,Pakistan,2005,5874.2592,734.2824"
"586,Pakistan,2010,7780.7784,972.5973"
"586,Pakistan,2015,10712.104,1339.013"
"586,Pakistan,2017,11662.6416,1457.8302"
"586,Pakistan,2018,10643.0904,1330.3863"
"586,Pakistan,1985,596295.62,74536.9525"
"586,Pakistan,1995,990782.4416,123847.8052"
"586,Pakistan,2005,1483898.856,185487.357"
"586,Pakistan,2010,1755134.212,219391.7765"
"586,Pakistan,2015,2136282.339,267035.2924"
"586,Pakistan,2017,2382860.92,297857.615"
"586,Pakistan,2018,2512250.526,314031.3157"
"586,Pakistan,1985,60.7368,7.5921"
